,attempt,t,alpha,gamma,rar,radr,plr,plrr,minv,maxv,light,left,right,oncoming,planner,state,action,reward,deadline,total_reward,successes,at-none,at-forward,at-left,at-right
72,7.0,1.0,0.7,0.5,0.22876792455,0.9,0.109418989132,0.9,0.0,5.0,red,None,None,None,forward,0.0,right,0.5,29.0,135.5,5.0,20.0,25.0,11.0,17.0
73,7.0,2.0,0.7,0.5,0.205891132095,0.9,0.109418989132,0.9,0.0,5.0,red,None,None,None,left,2.0,right,0.5,28.0,136.0,5.0,20.0,25.0,11.0,18.0
74,7.0,3.0,0.7,0.5,0.185302018885,0.9,0.109418989132,0.9,0.0,5.0,red,None,None,None,right,1.0,right,2.0,27.0,138.0,5.0,20.0,25.0,11.0,19.0
75,7.0,4.0,0.7,0.5,0.185302018885,0.9,0.109418989132,0.9,0.0,5.0,red,left,None,None,right,2001.0,forward,-1.0,26.0,137.0,5.0,20.0,26.0,11.0,19.0
76,7.0,5.0,0.7,0.5,0.166771816997,0.9,0.109418989132,0.9,0.0,5.0,green,left,None,None,right,12001.0,forward,0.5,25.0,137.5,5.0,20.0,27.0,11.0,19.0
77,7.0,6.0,0.7,0.5,0.166771816997,0.9,0.109418989132,0.9,0.0,5.0,green,None,None,None,right,10001.0,right,2.0,24.0,139.5,5.0,20.0,27.0,11.0,20.0
78,7.0,7.0,0.7,0.5,0.166771816997,0.9,0.109418989132,0.9,0.0,5.0,red,None,None,None,forward,0.0,None,1.0,23.0,140.5,5.0,21.0,27.0,11.0,20.0
79,7.0,8.0,0.7,0.5,0.166771816997,0.9,0.109418989132,0.9,0.0,5.0,red,None,None,None,forward,0.0,None,1.0,22.0,141.5,5.0,22.0,27.0,11.0,20.0
80,7.0,9.0,0.7,0.5,0.166771816997,0.9,0.109418989132,0.9,0.0,5.0,green,None,None,None,forward,10000.0,forward,2.0,21.0,143.5,5.0,22.0,28.0,11.0,20.0
81,7.0,10.0,0.7,0.5,0.166771816997,0.9,0.0984770902184,0.9,0.0,5.0,red,None,None,None,forward,0.0,None,1.0,20.0,144.5,5.0,23.0,28.0,11.0,20.0
82,7.0,11.0,0.7,0.5,0.166771816997,0.9,0.0984770902184,0.9,0.0,5.0,red,None,None,None,forward,0.0,None,1.0,19.0,145.5,5.0,24.0,28.0,11.0,20.0
83,7.0,12.0,0.7,0.5,0.166771816997,0.9,0.0984770902184,0.9,0.0,5.0,green,None,None,None,forward,10000.0,forward,2.0,18.0,147.5,5.0,24.0,29.0,11.0,20.0
84,7.0,13.0,0.7,0.5,0.166771816997,0.9,0.0984770902184,0.9,0.0,5.0,green,None,None,None,right,10001.0,right,2.0,17.0,149.5,5.0,24.0,29.0,11.0,21.0
85,7.0,14.0,0.7,0.5,0.166771816997,0.9,0.0984770902184,0.9,0.0,5.0,green,None,None,None,forward,10000.0,forward,2.0,16.0,151.5,5.0,24.0,30.0,11.0,21.0
86,7.0,15.0,0.7,0.5,0.166771816997,0.9,0.0984770902184,0.9,0.0,5.0,green,None,None,None,forward,10000.0,forward,2.0,15.0,153.5,5.0,24.0,31.0,11.0,21.0
87,7.0,16.0,0.7,0.5,0.166771816997,0.9,0.0984770902184,0.9,0.0,5.0,red,None,None,None,forward,0.0,None,1.0,14.0,154.5,5.0,25.0,31.0,11.0,21.0
88,7.0,17.0,0.7,0.5,0.166771816997,0.9,0.0984770902184,0.9,0.0,5.0,red,None,None,None,forward,0.0,None,1.0,13.0,155.5,5.0,26.0,31.0,11.0,21.0
89,7.0,18.0,0.7,0.5,0.166771816997,0.9,0.0984770902184,0.9,0.0,5.0,red,None,None,None,forward,0.0,None,1.0,12.0,156.5,5.0,27.0,31.0,11.0,21.0
90,7.0,19.0,0.7,0.5,0.166771816997,0.9,0.0984770902184,0.9,0.0,5.0,red,None,None,None,forward,0.0,None,1.0,11.0,157.5,5.0,28.0,31.0,11.0,21.0
91,7.0,20.0,0.7,0.5,0.166771816997,0.9,0.0984770902184,0.9,0.0,5.0,green,None,None,None,forward,10000.0,forward,12.0,10.0,169.5,6.0,28.0,32.0,11.0,21.0
92,8.0,0.0,0.7,0.5,0.166771816997,0.9,0.0984770902184,0.9,0.0,5.0,red,None,None,None,right,1.0,right,2.0,50.0,171.5,6.0,28.0,32.0,11.0,22.0
93,8.0,1.0,0.7,0.5,0.166771816997,0.9,0.0984770902184,0.9,0.0,5.0,red,None,None,None,forward,0.0,right,0.5,49.0,172.0,6.0,28.0,32.0,11.0,23.0
94,8.0,2.0,0.7,0.5,0.150094635297,0.9,0.0984770902184,0.9,0.0,5.0,red,None,None,None,left,2.0,left,-1.0,48.0,171.0,6.0,28.0,32.0,12.0,23.0
95,8.0,3.0,0.7,0.5,0.135085171767,0.9,0.0984770902184,0.9,0.0,5.0,red,None,None,None,left,2.0,None,1.0,47.0,172.0,6.0,29.0,32.0,12.0,23.0
96,8.0,4.0,0.7,0.5,0.135085171767,0.9,0.0984770902184,0.9,0.0,5.0,red,None,None,None,left,2.0,left,-1.0,46.0,171.0,6.0,29.0,32.0,13.0,23.0
97,8.0,5.0,0.7,0.5,0.121576654591,0.9,0.0984770902184,0.9,0.0,5.0,green,None,None,None,left,10002.0,left,2.0,45.0,173.0,6.0,29.0,32.0,14.0,23.0
98,8.0,6.0,0.7,0.5,0.121576654591,0.9,0.0984770902184,0.9,0.0,5.0,green,None,None,None,forward,10000.0,forward,2.0,44.0,175.0,6.0,29.0,33.0,14.0,23.0
99,8.0,7.0,0.7,0.5,0.121576654591,0.9,0.0886293811965,0.9,0.0,5.0,red,None,None,None,forward,0.0,None,1.0,43.0,176.0,6.0,30.0,33.0,14.0,23.0
100,8.0,8.0,0.7,0.5,0.121576654591,0.9,0.0886293811965,0.9,0.0,5.0,red,None,None,None,forward,0.0,None,1.0,42.0,177.0,6.0,31.0,33.0,14.0,23.0
101,8.0,9.0,0.7,0.5,0.121576654591,0.9,0.0886293811965,0.9,0.0,5.0,green,None,None,None,forward,10000.0,forward,2.0,41.0,179.0,6.0,31.0,34.0,14.0,23.0
102,8.0,10.0,0.7,0.5,0.121576654591,0.9,0.0886293811965,0.9,0.0,5.0,red,None,None,None,forward,0.0,None,1.0,40.0,180.0,6.0,32.0,34.0,14.0,23.0
103,8.0,11.0,0.7,0.5,0.121576654591,0.9,0.0886293811965,0.9,0.0,5.0,red,None,None,None,forward,0.0,None,1.0,39.0,181.0,6.0,33.0,34.0,14.0,23.0
104,8.0,12.0,0.7,0.5,0.121576654591,0.9,0.0886293811965,0.9,0.0,5.0,green,None,None,None,forward,10000.0,forward,2.0,38.0,183.0,6.0,33.0,35.0,14.0,23.0
105,8.0,13.0,0.7,0.5,0.121576654591,0.9,0.0886293811965,0.9,0.0,5.0,red,None,None,None,forward,0.0,forward,-1.0,37.0,182.0,6.0,33.0,36.0,14.0,23.0
106,8.0,14.0,0.7,0.5,0.121576654591,0.9,0.0797664430769,0.9,0.0,5.0,red,None,None,None,forward,0.0,None,1.0,36.0,183.0,6.0,34.0,36.0,14.0,23.0
107,8.0,15.0,0.7,0.5,0.121576654591,0.9,0.0797664430769,0.9,0.0,5.0,green,None,None,None,forward,10000.0,forward,2.0,35.0,185.0,6.0,34.0,37.0,14.0,23.0
108,8.0,16.0,0.7,0.5,0.121576654591,0.9,0.0797664430769,0.9,0.0,5.0,green,None,None,None,right,10001.0,right,12.0,34.0,197.0,7.0,34.0,37.0,14.0,24.0
109,9.0,0.0,0.7,0.5,0.121576654591,0.9,0.0797664430769,0.9,0.0,5.0,red,None,None,None,forward,0.0,None,1.0,45.0,198.0,7.0,35.0,37.0,14.0,24.0
110,9.0,1.0,0.7,0.5,0.121576654591,0.9,0.0797664430769,0.9,0.0,5.0,red,None,None,None,forward,0.0,None,1.0,44.0,199.0,7.0,36.0,37.0,14.0,24.0
111,9.0,2.0,0.7,0.5,0.121576654591,0.9,0.0797664430769,0.9,0.0,5.0,red,None,None,None,forward,0.0,None,1.0,43.0,200.0,7.0,37.0,37.0,14.0,24.0
112,9.0,3.0,0.7,0.5,0.121576654591,0.9,0.0797664430769,0.9,0.0,5.0,red,None,None,None,forward,0.0,None,1.0,42.0,201.0,7.0,38.0,37.0,14.0,24.0
113,9.0,4.0,0.7,0.5,0.121576654591,0.9,0.0797664430769,0.9,0.0,5.0,red,None,None,None,forward,0.0,None,1.0,41.0,202.0,7.0,39.0,37.0,14.0,24.0
114,9.0,5.0,0.7,0.5,0.121576654591,0.9,0.0797664430769,0.9,0.0,5.0,green,None,None,None,forward,10000.0,forward,2.0,40.0,204.0,7.0,39.0,38.0,14.0,24.0
115,9.0,6.0,0.7,0.5,0.121576654591,0.9,0.0797664430769,0.9,0.0,5.0,green,None,None,left,forward,10020.0,left,0.5,39.0,204.5,7.0,39.0,38.0,15.0,24.0
116,9.0,7.0,0.7,0.5,0.109418989132,0.9,0.0797664430769,0.9,0.0,5.0,green,None,None,None,right,10001.0,right,2.0,38.0,206.5,7.0,39.0,38.0,15.0,25.0
117,9.0,8.0,0.7,0.5,0.109418989132,0.9,0.0797664430769,0.9,0.0,5.0,green,None,None,None,forward,10000.0,left,0.5,37.0,207.0,7.0,39.0,38.0,16.0,25.0
118,9.0,9.0,0.7,0.5,0.0984770902184,0.9,0.0797664430769,0.9,0.0,5.0,green,None,None,None,right,10001.0,right,2.0,36.0,209.0,7.0,39.0,38.0,16.0,26.0
119,9.0,10.0,0.7,0.5,0.0984770902184,0.9,0.0797664430769,0.9,0.0,5.0,green,None,None,None,forward,10000.0,forward,2.0,35.0,211.0,7.0,39.0,39.0,16.0,26.0
120,9.0,11.0,0.7,0.5,0.0984770902184,0.9,0.0797664430769,0.9,0.0,5.0,red,None,None,None,forward,0.0,None,1.0,34.0,212.0,7.0,40.0,39.0,16.0,26.0
121,9.0,12.0,0.7,0.5,0.0984770902184,0.9,0.0797664430769,0.9,0.0,5.0,green,None,None,None,forward,10000.0,forward,12.0,33.0,224.0,8.0,40.0,40.0,16.0,26.0
122,10.0,0.0,0.7,0.5,0.0984770902184,0.9,0.0797664430769,0.9,0.0,5.0,red,None,None,None,left,2.0,None,1.0,20.0,225.0,8.0,41.0,40.0,16.0,26.0
123,10.0,1.0,0.7,0.5,0.0984770902184,0.9,0.0797664430769,0.9,0.0,5.0,red,None,None,None,left,2.0,None,1.0,19.0,226.0,8.0,42.0,40.0,16.0,26.0
124,10.0,2.0,0.7,0.5,0.0984770902184,0.9,0.0797664430769,0.9,0.0,5.0,red,None,None,None,left,2.0,None,1.0,18.0,227.0,8.0,43.0,40.0,16.0,26.0
125,10.0,3.0,0.7,0.5,0.0984770902184,0.9,0.0797664430769,0.9,0.0,5.0,green,None,None,None,left,10002.0,left,2.0,17.0,229.0,8.0,43.0,40.0,17.0,26.0
126,10.0,4.0,0.7,0.5,0.0984770902184,0.9,0.0797664430769,0.9,0.0,5.0,red,None,None,None,left,2.0,None,1.0,16.0,230.0,8.0,44.0,40.0,17.0,26.0
127,10.0,5.0,0.7,0.5,0.0984770902184,0.9,0.0797664430769,0.9,0.0,5.0,green,None,None,None,left,10002.0,left,2.0,15.0,232.0,8.0,44.0,40.0,18.0,26.0
128,10.0,6.0,0.7,0.5,0.0984770902184,0.9,0.0797664430769,0.9,0.0,5.0,red,None,None,None,forward,0.0,None,1.0,14.0,233.0,8.0,45.0,40.0,18.0,26.0
129,10.0,7.0,0.7,0.5,0.0984770902184,0.9,0.0797664430769,0.9,0.0,5.0,red,None,None,None,forward,0.0,None,1.0,13.0,234.0,8.0,46.0,40.0,18.0,26.0
130,10.0,8.0,0.7,0.5,0.0984770902184,0.9,0.0797664430769,0.9,0.0,5.0,red,None,None,None,forward,0.0,None,1.0,12.0,235.0,8.0,47.0,40.0,18.0,26.0
131,10.0,9.0,0.7,0.5,0.0984770902184,0.9,0.0797664430769,0.9,0.0,5.0,red,None,None,None,forward,0.0,None,1.0,11.0,236.0,8.0,48.0,40.0,18.0,26.0
132,10.0,10.0,0.7,0.5,0.0984770902184,0.9,0.0797664430769,0.9,0.0,5.0,green,None,None,None,forward,10000.0,forward,2.0,10.0,238.0,8.0,48.0,41.0,18.0,26.0
133,10.0,11.0,0.7,0.5,0.0984770902184,0.9,0.0797664430769,0.9,0.0,5.0,red,None,None,None,forward,0.0,None,1.0,9.0,239.0,8.0,49.0,41.0,18.0,26.0
134,10.0,12.0,0.7,0.5,0.0984770902184,0.9,0.0797664430769,0.9,0.0,5.0,red,None,None,None,forward,0.0,None,1.0,8.0,240.0,8.0,50.0,41.0,18.0,26.0
135,10.0,13.0,0.7,0.5,0.0984770902184,0.9,0.0797664430769,0.9,0.0,5.0,red,None,None,None,forward,0.0,None,1.0,7.0,241.0,8.0,51.0,41.0,18.0,26.0
136,10.0,14.0,0.7,0.5,0.0984770902184,0.9,0.0797664430769,0.9,0.0,5.0,red,None,None,None,forward,0.0,None,1.0,6.0,242.0,8.0,52.0,41.0,18.0,26.0
137,10.0,15.0,0.7,0.5,0.0984770902184,0.9,0.0797664430769,0.9,0.0,5.0,green,None,None,None,forward,10000.0,forward,12.0,5.0,254.0,9.0,52.0,42.0,18.0,26.0
138,11.0,0.0,0.7,0.5,0.0984770902184,0.9,0.0797664430769,0.9,0.0,5.0,red,None,None,None,right,1.0,right,2.0,30.0,256.0,9.0,52.0,42.0,18.0,27.0
139,11.0,1.0,0.7,0.5,0.0984770902184,0.9,0.0797664430769,0.9,0.0,5.0,green,None,None,None,forward,10000.0,forward,2.0,29.0,258.0,9.0,52.0,43.0,18.0,27.0
140,11.0,2.0,0.7,0.5,0.0984770902184,0.9,0.0797664430769,0.9,0.0,5.0,red,None,None,None,forward,0.0,None,1.0,28.0,259.0,9.0,53.0,43.0,18.0,27.0
